section_id,name,course_id,status
cb4703e2cdbdcc02d60fbd35ee6a717e,BIO-145 2023Summer-002,ecb8d9ca0a7d872562abce2020d34257,active
268201ce69196918ac646557eede8618,BIO-145 2023Summer-Y003,ecb8d9ca0a7d872562abce2020d34257,active
b2774ab8bc4b93bcef7cfda47b838070,BIO-145 2023Summer-Y004,ecb8d9ca0a7d872562abce2020d34257,active
87b97c6303f8af8c24a9367c4f19e904,BIO-145 2023Fall-000,9126604d1db733a40659e377c6c0c7e3,active
a865a3c4dcf8db235b800e84237ec47c,BIO-145 2023Fall-Y001,9126604d1db733a40659e377c6c0c7e3,active
74fcafe530129636cfb9ccdfb992e928,BIO-145 2024Winter-000,59786f4a1af6660884c3f261fafc6b4e,active
f616741344d13066997ca63d10436bf7,BIO-145 2024Winter-001,59786f4a1af6660884c3f261fafc6b4e,active
53649eee6a6bf23f7a86035c1f529e84,BIO-145 2024Winter-002,59786f4a1af6660884c3f261fafc6b4e,active
ac4b456f900b0db28c693936ca6728d6,BIO-145 2024Winter-003,59786f4a1af6660884c3f261fafc6b4e,active
74eebffc81a41a4018051ccb01c3e091,BIO-145 2024Winter-004,59786f4a1af6660884c3f261fafc6b4e,active
4a90c29eb19e5c6794e19f3d57479509,BIO-145 2023Spring-000,17b556ad2350acd5d2e054ff2f4a190a,active
3b23cd01fbb39a7fd781a557ae16e8fe,BIO-145 2023Spring-Y001,17b556ad2350acd5d2e054ff2f4a190a,active
4a482f84902cf5c570eadbfb0c27dc26,BIO-145 2023Spring-002,17b556ad2350acd5d2e054ff2f4a190a,active
756998ac61dca21ca0ca34093b9fcbef,BIO-145 2023Spring-003,17b556ad2350acd5d2e054ff2f4a190a,active
2c1aca8baa54e7165cb695fa4cba6187,BIO-145 2023Spring-004,17b556ad2350acd5d2e054ff2f4a190a,active
b271747e488f4480a5b0c4296e38e031,BIO-145 2023Spring-005,17b556ad2350acd5d2e054ff2f4a190a,active
c5ef0e1fb2e70538d3131cce522c5a07,BIO-145 2023Summer-000,ecb8d9ca0a7d872562abce2020d34257,active
e6ac264c2f7fce73d8f3a61ed75fced9,BIO-145 2023Summer-001,ecb8d9ca0a7d872562abce2020d34257,active
cb4703e2cdbdcc02d60fbd35ee6a717e,BIO-145 2023Summer-002,ecb8d9ca0a7d872562abce2020d34257,active
c3f6ed891392bc81f9efb3c1f2f6cca6,BIO-145 2023Summer-003,ecb8d9ca0a7d872562abce2020d34257,active
0d293c776e087ddcb23543cab9aba93b,BIO-145 2023Summer-004,ecb8d9ca0a7d872562abce2020d34257,active
22a514599b054f274588ec1a765499c6,BIO-145 2023Summer-Y005,ecb8d9ca0a7d872562abce2020d34257,active
27744847d3863c045378bc43a31e8261,BIO-145 2023Summer-006,ecb8d9ca0a7d872562abce2020d34257,active
87b97c6303f8af8c24a9367c4f19e904,BIO-145 2023Fall-000,9126604d1db733a40659e377c6c0c7e3,active
7128e3556ebbea9aa1446b948c7ac954,BIO-145 2023Fall-001,9126604d1db733a40659e377c6c0c7e3,active
c8b6814ad48cd26d263aaa76d5439277,BIO-145 2024NonCredit-Y000,e40a799fb23708167aed55dca51adfd4,active
40306a3d4fdb4c5bd2d8976c8187fb20,BIO-145 2024NonCredit-001,e40a799fb23708167aed55dca51adfd4,active
49a52cb64f6a7dbb99f9af1c1c1efd43,BIO-145 2024NonCredit-Y002,e40a799fb23708167aed55dca51adfd4,active
31a4fe7438cac8a6379a16fc59b29239,BIO-145 Teaching-Y000,01fe62d602a65e46c0e7e44eac2cdc86,active
b498e02c0a7c47d3770837a63944cbf4,BIO-145 Teaching-001,01fe62d602a65e46c0e7e44eac2cdc86,active
5d379482e5c5ffd96f384ae02b1a051c,BIO-145 Teaching-002,01fe62d602a65e46c0e7e44eac2cdc86,active
22d99d1fd628825984a49a9b3ccbe975,BIO-145 Test-Y000,bbe9dc3b3dc47ce2e999705a951f18dd,active
ac87b3f1c8adcd0409be8f2311c7bfc7,BIO-145 Test-001,bbe9dc3b3dc47ce2e999705a951f18dd,active
3f7ebc89c1239375057bc95abe421754,BIO-145 Test-002,bbe9dc3b3dc47ce2e999705a951f18dd,active
e25151e6575a9cb5a98125fddadbaf87,BIO-145 Test-003,bbe9dc3b3dc47ce2e999705a951f18dd,active
8482b314781df3ecbd17f1f448cffa08,BIO-145 Test-004,bbe9dc3b3dc47ce2e999705a951f18dd,active
ade79ad29461a6f408796098124d9e1d,BIO-145 Test-005,bbe9dc3b3dc47ce2e999705a951f18dd,active
e7015d6c165f495948eb549ef2d75120,BIO-344 2022Winter-000,28124c443f703e9ee9e022e19f54d641,active
b3dda596caac46115e3e95dfd2998b70,BIO-344 2022Winter-001,28124c443f703e9ee9e022e19f54d641,active
2a91f886b1adefcef381186522817ce0,BIO-344 2022Spring-000,f8a9c354857836ef32a43a12297298fb,active
25ab036d14b2324d05945eed65b4250a,BIO-344 2022Spring-Y001,f8a9c354857836ef32a43a12297298fb,active
3de09199f7b5bf6c57e4057b97cb6586,BIO-344 2022Summer-000,fa34099330a3408ca3a380181dff45cd,active
a573e5df58f3fb4aee52d467d3998461,BIO-344 2022Summer-001,fa34099330a3408ca3a380181dff45cd,active
27fa0207a5f7fcf57b6926e65d2190b2,BIO-344 2022Summer-002,fa34099330a3408ca3a380181dff45cd,active
0f7ed178561275dc36832b32bcfc1475,BIO-344 2022Fall-Y000,13cab4dbf4b5d95673fd6742ad4d367a,active
6f5534cba2c5f3b94a698476c986859f,BIO-344 2022Fall-001,13cab4dbf4b5d95673fd6742ad4d367a,active
898712b905925777f3b127e66e7308ec,BIO-344 2022Fall-002,13cab4dbf4b5d95673fd6742ad4d367a,active
d774c94d3832c5d50944a8aea3988624,BIO-344 2022Fall-003,13cab4dbf4b5d95673fd6742ad4d367a,active
86222af5c8c88c4d87e2f722c4e50443,BIO-344 2023Winter-Y000,6468537931e44c396e657e357df3abe7,active
c4d6fbf898d5f76168e5921fed707120,BIO-344 2023Winter-Y001,6468537931e44c396e657e357df3abe7,active
e1bb480e86d1cbcaef53aabb95561232,BIO-344 2023Winter-002,6468537931e44c396e657e357df3abe7,active
a2d24a09b34cfcd4d589333523426eb6,BIO-344 2023Winter-003,6468537931e44c396e657e357df3abe7,active
4f1921b13f870e276b7e81894cd307f1,BIO-344 2023Winter-004,6468537931e44c396e657e357df3abe7,active
e6d75128996c735d05e92d2564eba93d,BIO-344 2023Winter-005,6468537931e44c396e657e357df3abe7,active
67d178f447472248e18736bf68aafb2b,BIO-344 2023Spring-000,523c0ca90f2cf168dc6260a95a3fd42e,active
6853276b75c353d2c4d74e7f7d196a46,BIO-344 2023Spring-Y001,523c0ca90f2cf168dc6260a95a3fd42e,active
bc8c2e9918efaf2ec86ca2ac47eedab3,BIO-344 2023Spring-002,523c0ca90f2cf168dc6260a95a3fd42e,active
2e0f3afb28727b4ec20a027c7f5ddd03,BIO-344 2023Spring-003,523c0ca90f2cf168dc6260a95a3fd42e,active
9f874ff3476b56bdd3baac1fdb679e88,BIO-344 2023Spring-004,523c0ca90f2cf168dc6260a95a3fd42e,active
21bced1d3358041e31a847dfa05d0ef6,BIO-344 2023Spring-005,523c0ca90f2cf168dc6260a95a3fd42e,active
6b7a875d6a88bfb2218783d1a15f00af,BIO-344 2023Spring-Y006,523c0ca90f2cf168dc6260a95a3fd42e,active
89e41f679003014a04a4df35a75287be,BIO-344 2023Summer-000,31f6bd8ffea08b05bcc67d2f451a1fd6,active
b17345cbd579a90212bfd1372fe0e0d4,BIO-344 2023Summer-Y001,31f6bd8ffea08b05bcc67d2f451a1fd6,active
4379c0ddc9f9bdafbe47eff096a08014,BIO-344 2023Fall-Y000,40a37bed7cfaee4454e6190b1f07739a,active
451e8ded1619d0d9f22c6299580096d5,BIO-344 2023Fall-001,40a37bed7cfaee4454e6190b1f07739a,active
b3ddc5614296a2083fd2bd1ab96110eb,BIO-344 2023Fall-002,40a37bed7cfaee4454e6190b1f07739a,active
fb8a017b16592872ffd39fa131f1527a,BIO-344 2023Fall-003,40a37bed7cfaee4454e6190b1f07739a,active
c4acab5eba83ff20a237ccf57c8c3492,BIO-344 2023Fall-Y004,40a37bed7cfaee4454e6190b1f07739a,active
3570a649025d2eb0840b99a39017481c,BIO-344 2023Fall-005,40a37bed7cfaee4454e6190b1f07739a,active
1efbf1fba1aecbef20c9fd3236d631bf,BIO-344 2023Fall-006,40a37bed7cfaee4454e6190b1f07739a,active
841347d9709659df2ce514e2b6a0df2c,BIO-344 2023Fall-007,40a37bed7cfaee4454e6190b1f07739a,active
2d2919cc94c0d1a24a651d461b77091c,BIO-344 2024Winter-000,219ba49fce034155a592b555c4b87a4c,active
5a5524175d89b5eaaae266687f7bd698,BIO-344 2024Winter-001,219ba49fce034155a592b555c4b87a4c,active
c202cc5a7f06820804d709b2a17533fc,BIO-344 2024Winter-002,219ba49fce034155a592b555c4b87a4c,active
4b7ff9d172ba557ba884b3978152f78f,BIO-344 2024Winter-Y003,219ba49fce034155a592b555c4b87a4c,active
802cdea10000155b54f6ce6b4cb7012e,BIO-344 2024Winter-Y004,219ba49fce034155a592b555c4b87a4c,active
2e725484b59ec77c1bd042144269c062,BIO-344 2024Winter-005,219ba49fce034155a592b555c4b87a4c,active
1739dd70990a8d0f485f83bad0f3c233,BIO-344 2024Winter-006,219ba49fce034155a592b555c4b87a4c,active
67d178f447472248e18736bf68aafb2b,BIO-344 2023Spring-000,523c0ca90f2cf168dc6260a95a3fd42e,active
6853276b75c353d2c4d74e7f7d196a46,BIO-344 2023Spring-Y001,523c0ca90f2cf168dc6260a95a3fd42e,active
89e41f679003014a04a4df35a75287be,BIO-344 2023Summer-000,31f6bd8ffea08b05bcc67d2f451a1fd6,active
8dd4d58b6f45358bce9799e7750c5b15,BIO-344 2023Summer-001,31f6bd8ffea08b05bcc67d2f451a1fd6,active
db19c368ed717b6dcdfa976d8738bad0,BIO-344 2023Summer-002,31f6bd8ffea08b05bcc67d2f451a1fd6,active
0567d6cab0689af612553ee670dba0f0,BIO-344 2023Fall-000,40a37bed7cfaee4454e6190b1f07739a,active
451e8ded1619d0d9f22c6299580096d5,BIO-344 2023Fall-001,40a37bed7cfaee4454e6190b1f07739a,active
b3ddc5614296a2083fd2bd1ab96110eb,BIO-344 2023Fall-002,40a37bed7cfaee4454e6190b1f07739a,active
fb8a017b16592872ffd39fa131f1527a,BIO-344 2023Fall-003,40a37bed7cfaee4454e6190b1f07739a,active
8158dcae73fcbb45705b9fa10aedb606,BIO-344 2023Fall-004,40a37bed7cfaee4454e6190b1f07739a,active
3570a649025d2eb0840b99a39017481c,BIO-344 2023Fall-005,40a37bed7cfaee4454e6190b1f07739a,active
1efbf1fba1aecbef20c9fd3236d631bf,BIO-344 2023Fall-006,40a37bed7cfaee4454e6190b1f07739a,active
841347d9709659df2ce514e2b6a0df2c,BIO-344 2023Fall-007,40a37bed7cfaee4454e6190b1f07739a,active
39797afd6fb605faa2b7152a4c9a3fd3,BIO-344 2024NonCredit-Y000,64bc9ea8b7f555db22529d373593ac76,active
c4ade61350130100a573e0489b24364f,BIO-344 2024NonCredit-001,64bc9ea8b7f555db22529d373593ac76,active
34c2c5685004bf9648affa5c27e810a4,BIO-344 2024NonCredit-Y002,64bc9ea8b7f555db22529d373593ac76,active
f3b9ca67a5db3f21a4abca3204d1251e,BIO-344 2024NonCredit-003,64bc9ea8b7f555db22529d373593ac76,active
4948edadeefa7b006aaec8c69ea310ad,BIO-344 2024NonCredit-004,64bc9ea8b7f555db22529d373593ac76,active
5cc78acc2c8d6916059b04663deb26cf,BIO-344 2024NonCredit-Y005,64bc9ea8b7f555db22529d373593ac76,active
9e44d194e5fdf98910593f607a9e6469,BIO-344 2024NonCredit-006,64bc9ea8b7f555db22529d373593ac76,active
26e01aabde135d61232cb47444e9567c,BIO-344 Teaching-000,eb7ff4a036002c1372dc1af7cb630bbf,active
054b8d15a90eff50fa2fd0d67c8a3c1e,BIO-344 Teaching-Y001,eb7ff4a036002c1372dc1af7cb630bbf,active
138254df1b1e096e0b3320ee55b4abeb,BIO-344 Teaching-002,eb7ff4a036002c1372dc1af7cb630bbf,active
0ebb6eb342a015678eea70734e118c9c,BIO-344 Test-000,d8cade4d0698a3e5cadaa954e9ba679c,active
567f71325a70f839c6e36f8f71dc196b,BIO-344 Test-001,d8cade4d0698a3e5cadaa954e9ba679c,active
91068e700177ca4211ab35571cf607c5,BIO-402 2022Winter-000,db66a33025924843c727b7318f6fc40a,active
4bcf6972e36712221b836b2ffe66f247,BIO-402 2022Winter-001,db66a33025924843c727b7318f6fc40a,active
228b2759ce31dae39053e1356e0546f7,BIO-402 2022Winter-002,db66a33025924843c727b7318f6fc40a,active
21e5d6dc31d00b3dabe334bfc48df8a0,BIO-402 2022Winter-003,db66a33025924843c727b7318f6fc40a,active
5f0acd9d9a400a032fa902fc423c2b55,BIO-402 2022Winter-004,db66a33025924843c727b7318f6fc40a,active
4ddf87cc25a57a1121f768625d7d2927,BIO-402 2022Winter-005,db66a33025924843c727b7318f6fc40a,active
c3ac2c1724f175d9997969416b699e63,BIO-402 2022Winter-Y006,db66a33025924843c727b7318f6fc40a,active
27047c1d8357d3ba47ced6c3e82f1fa1,BIO-402 2022Winter-007,db66a33025924843c727b7318f6fc40a,active
0110504e1f221a8558a7fdb87ae030cb,BIO-402 2022Spring-000,9ed0ea65a8f78d70066602d6a6fac526,active
53df099414f8307a0ed70362c4f83a7c,BIO-402 2022Spring-001,9ed0ea65a8f78d70066602d6a6fac526,active
287b638c30f984598e455c62c8f1fa18,BIO-402 2022Spring-002,9ed0ea65a8f78d70066602d6a6fac526,active
d31aa50cb7582a334b117658e721d7df,BIO-402 2022Spring-003,9ed0ea65a8f78d70066602d6a6fac526,active
6f214e04edc9f459c1448d8c6067c3ec,BIO-402 2022Spring-004,9ed0ea65a8f78d70066602d6a6fac526,active
92ae04d04cc61c680df2be64ea5295d1,BIO-402 2022Spring-Y005,9ed0ea65a8f78d70066602d6a6fac526,active
07f012cd0e755ea6ca2f6b5f78952b5a,BIO-402 2022Spring-006,9ed0ea65a8f78d70066602d6a6fac526,active
1e37a866a6c759e4ed9e7177e0cded51,BIO-402 2022Summer-Y000,b4ea88a8a18b069f4ac7407f091d1ff1,active
5624555b0e807e91baa9613d2c0f49e0,BIO-402 2022Summer-001,b4ea88a8a18b069f4ac7407f091d1ff1,active
4612e114aa0476d012af815041aa2da5,BIO-402 2022Summer-002,b4ea88a8a18b069f4ac7407f091d1ff1,active
06c953aa81f9eda8dd0f54f2fd395aa8,BIO-402 2022Summer-Y003,b4ea88a8a18b069f4ac7407f091d1ff1,active
f6eb07ec1b6a39f50434c9487d0960af,BIO-402 2022Summer-Y004,b4ea88a8a18b069f4ac7407f091d1ff1,active
8650e2abaf8923dc73bb2ae2eace1aa6,BIO-402 2022Summer-005,b4ea88a8a18b069f4ac7407f091d1ff1,active
fef13f8416f21c15b03e91d0d21c0583,BIO-402 2022Summer-006,b4ea88a8a18b069f4ac7407f091d1ff1,active
300227c7ae65ad62f6c2be466f1f17fa,BIO-402 2022Fall-Y000,935a7d6eb4699c1baa5cd495f680e0e1,active
78fd8747c92f1ec48011b747388a1d6a,BIO-402 2022Fall-001,935a7d6eb4699c1baa5cd495f680e0e1,active
26932c906ac9451393e6b8eb228c68d7,BIO-402 2022Fall-002,935a7d6eb4699c1baa5cd495f680e0e1,active
affe13d08a89161da8198444c1d1a3cd,BIO-402 2022Fall-003,935a7d6eb4699c1baa5cd495f680e0e1,active
20d0debcaf7d755eee7b2c15f74767d1,BIO-402 2022Fall-Y004,935a7d6eb4699c1baa5cd495f680e0e1,active
ebb1eebae890214e481dac51dbb3cb94,BIO-402 2022Fall-Y005,935a7d6eb4699c1baa5cd495f680e0e1,active
4bdfd92b9613b2df9f2095162f6dad43,BIO-402 2022Fall-006,935a7d6eb4699c1baa5cd495f680e0e1,active
f58f1eaf7214809047926fc1afedd68b,BIO-402 2023Winter-000,514d68fdcd3c355ea54d6be9ca08b01a,active
9a0a0f85eca62cdea9e1245cda0a5492,BIO-402 2023Winter-001,514d68fdcd3c355ea54d6be9ca08b01a,active
f0e0f4104dd369111ada5035516e2be7,BIO-402 2023Winter-002,514d68fdcd3c355ea54d6be9ca08b01a,active
b13c6e93107f6ed7a9bb82de64168936,BIO-402 2023Winter-003,514d68fdcd3c355ea54d6be9ca08b01a,active
6058de21e800c97e3aa61ea01e3a9e97,BIO-402 2023Winter-Y004,514d68fdcd3c355ea54d6be9ca08b01a,active
0f9bdc3ce2903a5b720fef252d92070b,BIO-402 2023Spring-000,930159d71af5e829b9578116f2209147,active
e2426d604857193898bb749189fe18d2,BIO-402 2023Spring-001,930159d71af5e829b9578116f2209147,active
8fa20147ad3fd3b41dbe33964969061e,BIO-402 2023Spring-002,930159d71af5e829b9578116f2209147,active
755ab6bfd8c3b22ef51cd82121606c5d,BIO-402 2023Spring-Y003,930159d71af5e829b9578116f2209147,active
bd4b277dd0377dc5c79668944b7cb7b7,BIO-402 2023Summer-000,2ebbfded7d94c6e4b5f0ba38decca368,active
774b241966928d9d320bd3c71ba590e1,BIO-402 2023Summer-001,2ebbfded7d94c6e4b5f0ba38decca368,active
38ab039477225d002556fe4782e6d523,BIO-402 2023Fall-000,38501d9b6177de056178bdac743d4ce9,active
63f8427c4119a1154004ff93210a84e5,BIO-402 2023Fall-001,38501d9b6177de056178bdac743d4ce9,active
c48c446a9b28211e7307e1ce1f2e4b0e,BIO-402 2023Fall-Y002,38501d9b6177de056178bdac743d4ce9,active
76d86f75ce733c25361f7f7844aedd8f,BIO-402 2023Fall-003,38501d9b6177de056178bdac743d4ce9,active
e24b50663134dd74280c99e693ba0167,BIO-402 2024Winter-000,baba761a5f5d6aff6b74d7b0ef30909e,active
7b2e035de2ff64c80e2dd6ce84ad4282,BIO-402 2024Winter-001,baba761a5f5d6aff6b74d7b0ef30909e,active
0f9bdc3ce2903a5b720fef252d92070b,BIO-402 2023Spring-000,930159d71af5e829b9578116f2209147,active
e2426d604857193898bb749189fe18d2,BIO-402 2023Spring-001,930159d71af5e829b9578116f2209147,active
8fa20147ad3fd3b41dbe33964969061e,BIO-402 2023Spring-002,930159d71af5e829b9578116f2209147,active
bd4b277dd0377dc5c79668944b7cb7b7,BIO-402 2023Summer-000,2ebbfded7d94c6e4b5f0ba38decca368,active
774b241966928d9d320bd3c71ba590e1,BIO-402 2023Summer-001,2ebbfded7d94c6e4b5f0ba38decca368,active
f60f839464b50c886f7adab1f7a8281f,BIO-402 2023Summer-002,2ebbfded7d94c6e4b5f0ba38decca368,active
b2a47b59522cb1c0289f79312e221141,BIO-402 2023Summer-003,2ebbfded7d94c6e4b5f0ba38decca368,active
2d01e3a37c5920ad41972aa70e0308ae,BIO-402 2023Summer-004,2ebbfded7d94c6e4b5f0ba38decca368,active
c12bdfb9583e087caf7f418b5aac0a2e,BIO-402 2023Summer-005,2ebbfded7d94c6e4b5f0ba38decca368,active
456596c176bea9164e46474c66c15ece,BIO-402 2023Summer-006,2ebbfded7d94c6e4b5f0ba38decca368,active
b0b2f80333dc0a1077c07738cc4bcaa6,BIO-402 2023Summer-007,2ebbfded7d94c6e4b5f0ba38decca368,active
38ab039477225d002556fe4782e6d523,BIO-402 2023Fall-000,38501d9b6177de056178bdac743d4ce9,active
63f8427c4119a1154004ff93210a84e5,BIO-402 2023Fall-001,38501d9b6177de056178bdac743d4ce9,active
c48c446a9b28211e7307e1ce1f2e4b0e,BIO-402 2023Fall-Y002,38501d9b6177de056178bdac743d4ce9,active
76d86f75ce733c25361f7f7844aedd8f,BIO-402 2023Fall-003,38501d9b6177de056178bdac743d4ce9,active
ece8348d1d9e9779370918c10b19f664,BIO-402 2023Fall-Y004,38501d9b6177de056178bdac743d4ce9,active
a58bb0e74fd77b23ae6cee02b04236bb,BIO-402 2023Fall-005,38501d9b6177de056178bdac743d4ce9,active
5f6a6897295b09a9b495b4e3c711f08b,BIO-402 2023Fall-006,38501d9b6177de056178bdac743d4ce9,active
e9121e73fbc69673f0bd7ea0a93b931e,BIO-402 2024NonCredit-000,a51c5dd0c5cf0341a7d3293a4b5eb37c,active
cf21ecbc2d9ed492e47a53ea7b0d030d,BIO-402 2024NonCredit-001,a51c5dd0c5cf0341a7d3293a4b5eb37c,active
079bc56a8d89a3608a30d496f0d18fb0,BIO-402 2024NonCredit-002,a51c5dd0c5cf0341a7d3293a4b5eb37c,active
be19f21ac99703665b2ad750aac6ff24,BIO-402 2024NonCredit-003,a51c5dd0c5cf0341a7d3293a4b5eb37c,active
b0d75a7e07b112c185b7433854c26b1f,BIO-402 2024NonCredit-Y004,a51c5dd0c5cf0341a7d3293a4b5eb37c,active
202371899dcbbcef68dec255ab2352d0,BIO-402 2024NonCredit-005,a51c5dd0c5cf0341a7d3293a4b5eb37c,active
a8276471894b668604117d4f2ab3e271,BIO-402 Teaching-000,c8917f48ac7e6bccb110e3d601ff647a,active
39ec1ade94a57351d85d3cbd606b2fb0,BIO-402 Teaching-001,c8917f48ac7e6bccb110e3d601ff647a,active
a6faab57b2cd95dab4a496be9e2deb04,BIO-402 Teaching-002,c8917f48ac7e6bccb110e3d601ff647a,active
21d97422600b5c78b2773ad1a5c8ed1b,BIO-402 Test-000,88a2cdb5abc77ad807538e4f8dc2259c,active
31c3be21e8f54c83e14a24a72ae68509,BIO-402 Test-001,88a2cdb5abc77ad807538e4f8dc2259c,active
ec78487419ccab6de2445a4b66ae50f8,BIO-402 Test-002,88a2cdb5abc77ad807538e4f8dc2259c,active
8d42eda71789c5f9b81ea65f940cd76f,BIO-402 Test-003,88a2cdb5abc77ad807538e4f8dc2259c,active
f7dbd339467c1c755c51393e2c360a2d,BIO-402 Test-004,88a2cdb5abc77ad807538e4f8dc2259c,active
627e4315245c508a20b8dd159ec829fc,BIO-402 Test-005,88a2cdb5abc77ad807538e4f8dc2259c,active
edd82e56fddd347b922801d65277fd25,BIO-402 Test-006,88a2cdb5abc77ad807538e4f8dc2259c,active
f665bc5d530768a3c64ce556ba53dfbe,BIO-108 2022Winter-000,56ae964b9b0d7aba6c06c73b18e18783,active
1c375e4d0ffdc074020dcbc9352d4622,BIO-108 2022Winter-001,56ae964b9b0d7aba6c06c73b18e18783,active
9af0db5663b8dcc7a1888140dd984659,BIO-108 2022Winter-002,56ae964b9b0d7aba6c06c73b18e18783,active
6160a1805336a519756cc239ba015a5f,BIO-108 2022Winter-Y003,56ae964b9b0d7aba6c06c73b18e18783,active
138173a08b6ed2bec8db61baba22c414,BIO-108 2022Winter-004,56ae964b9b0d7aba6c06c73b18e18783,active
ea76cc4e4bc3b6c0f5e764317b52a8ec,BIO-108 2022Winter-005,56ae964b9b0d7aba6c06c73b18e18783,active
9c10acf372bf453edde9da0b302becc0,BIO-108 2022Winter-Y006,56ae964b9b0d7aba6c06c73b18e18783,active
4fc11c5605c78f7b69bfe98a606607c2,BIO-108 2022Spring-000,c596881a64358e7384f804724df1d325,active
895c5649964ab041f32ae5045b9cf38e,BIO-108 2022Spring-001,c596881a64358e7384f804724df1d325,active
726dfe1c9e32e95e3e2b3d9ef51c903c,BIO-108 2022Spring-Y002,c596881a64358e7384f804724df1d325,active
b2711862669ae9c9c23f85dc7caeba0b,BIO-108 2022Spring-003,c596881a64358e7384f804724df1d325,active
9416af7d059e504c6aa0876977369a0a,BIO-108 2022Summer-Y000,277f5772514f25d39d4f89c4750cc38a,active
93b8a061d9527d2278d3d7d01df2c5ae,BIO-108 2022Summer-Y001,277f5772514f25d39d4f89c4750cc38a,active
95e61c5e12f0c0fe07e647bb3f4b5b28,BIO-108 2022Summer-002,277f5772514f25d39d4f89c4750cc38a,active
